ob_end_time, id_type, id, ob_hour_count, version_num, met_domain_name, src_id, rec_st_ind, max_air_temp, min_air_temp, min_grss_temp, min_conc_temp, max_air_temp_q, min_air_temp_q, min_grss_temp_q, min_conc_temp_q, meto_stmp_time, midas_stmp_etime, max_air_temp_j, min_air_temp_j, min_grss_temp_j, min_conc_temp_j
2014-01-01 09:00, DCNN, 1009, 24, 1, DLY3208, 23944, 1011, 8.8, , , , 1, , , , 2014-01-17 11:22, 0, , , ,
2014-01-01 09:00, DCNN, 1009, 24, 1, DLY3208, 23944, 1011, 8.8, 2.6, -1.1, -.9, 6, 6, 6, 6, 2014-01-17 11:22, 0, , , ,
2014-01-01 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 7.5, 1.5, -2.8, -1.8, 1, 1, 1, 1, 2014-01-01 12:52, 0, , , ,
2014-01-01 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 7.5, 1.5, -2.8, -1.8, 6, 6, 6, 6, 2014-01-01 12:52, 0, , , ,
2014-01-01 09:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 6.5, .6, -2.8, -1.8, 1, 1, 1, 1, 2014-01-01 08:53, 0, , , ,
2014-01-01 09:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 6.5, .6, -2.8, -1.8, 6, 6, 6, 6, 2014-01-01 08:53, 0, , , ,
2014-01-01 09:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 5.9, 1.7, -3, -1.9, 1, 1, 1, 1, 2014-01-01 09:00, 0, , , ,
2014-01-01 09:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 5.9, 1.7, -3, -1.9, 6, 6, 6, 6, 2014-01-01 09:00, 0, , , ,
2014-01-01 21:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 7.1, 2.6, , , 1, 1, , , 2014-01-01 20:54, 0, , , ,
2014-01-01 21:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 7.1, 2.6, , , 6, 6, , , 2014-01-01 20:54, 0, , , ,
2014-01-01 21:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 7.1, 3.2, , , 1, 1, , , 2014-01-01 20:54, 0, , , ,
2014-01-01 21:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 7.1, 3.2, , , 6, 6, , , 2014-01-01 20:54, 0, , , ,
2014-01-02 09:00, DCNN, 1009, 24, 1, DLY3208, 23944, 1011, 7.6, 2.8, .9, .7, 6, 6, 6, 6, 2014-03-14 08:28, 0, , , ,
2014-01-02 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 5.5, 1.7, -2.5, -1.6, 1, 1, 1, 1, 2014-01-02 19:13, 0, , , ,
2014-01-02 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 5.5, 1.7, -2.5, -1.6, 6, 6, 6, 6, 2014-01-02 19:13, 0, , , ,
