ob_end_time, id_type, id, ob_hour_count, version_num, met_domain_name, src_id, rec_st_ind, max_air_temp, min_air_temp, min_grss_temp, min_conc_temp, max_air_temp_q, min_air_temp_q, min_grss_temp_q, min_conc_temp_q, meto_stmp_time, midas_stmp_etime, max_air_temp_j, min_air_temp_j, min_grss_temp_j, min_conc_temp_j
2010-01-01 09:00, DCNN, 1009, 24, 0, DLY3208, 23944, 1012, 3, .5, -.3, -6.5, 6, 1, 1, 151, 2010-03-03 16:01, 0, , , ,
2010-01-01 09:00, DCNN, 1009, 24, 1, DLY3208, 23944, 1011, 3, , , , 1, , , , 2010-03-03 16:01, 0, , , ,
2010-01-01 09:00, DCNN, 1009, 24, 1, DLY3208, 23944, 1022, 3, .5, -.3, , 6, 1, 1, , 2010-04-14 10:46, 0, , , ,
2010-01-01 09:00, DCNN, 1009, 24, 1, DLY3208, 23944, 1022, 3, .5, -.3, , 6, 6, 6, , 2010-04-14 10:46, 0, , , ,
2010-01-01 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 1, -1.5, -1.5, -.2, 1, 1, 1, 1, 2010-01-01 18:35, 0, , , ,
2010-01-01 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 1, -1.5, -1.5, -.2, 6, 6, 6, 6, 2010-01-01 18:35, 0, , , ,
2010-01-01 09:00, DCNN, 1050, 24, 1, DLY3208, 30269, 1011, 2, -1, -1.2, , 1, 1, 1, , 2010-01-01 14:34, 0, , , ,
2010-01-01 09:00, DCNN, 1050, 24, 1, DLY3208, 30269, 1011, 2, -1, -1.2, , 6, 6, 6, , 2010-01-01 14:34, 0, , , ,
2010-01-01 09:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 2.9, -.1, -.3, 0, 1, 1, 1, 1, 2010-01-01 09:07, 43, , , ,
2010-01-01 09:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 2.9, -.1, -.3, 0, 6, 6, 6, 6, 2010-01-01 09:07, 43, , , ,
2010-01-01 09:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 4.8, .1, 0, 0, 1, 1, 1, 1, 2010-01-01 09:07, 43, , , ,
2010-01-01 09:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 4.8, .1, 0, 0, 6, 6, 6, 6, 2010-01-01 09:07, 43, , , ,
2010-01-01 21:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 4.3, 1.2, , , 1, 1, , , 2010-01-01 20:59, 242, , , ,
2010-01-01 21:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 4.3, 1.2, , , 6, 6, , , 2010-01-01 20:59, 242, , , ,
2010-01-01 21:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 5.2, 1.9, , , 1, 1, , , 2010-01-01 21:07, 234, , , ,
2010-01-01 21:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 5.2, 1.9, , , 6, 6, , , 2010-01-01 21:07, 234, , , ,
2010-01-02 09:00, DCNN, 1009, 24, 1, DLY3208, 23944, 1011, 3.7, .2, -.5, , 1, 1, 1, , 2010-04-13 14:57, 0, , , ,
2010-01-02 09:00, DCNN, 1009, 24, 1, DLY3208, 23944, 1011, 3.7, .2, -.5, , 6, 6, 6, , 2010-04-13 14:57, 0, , , ,
2010-01-02 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 1.4, -1.2, -.9, -.5, 1, 1, 1, 1, 2010-01-03 14:55, 0, , , ,
2010-01-02 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 1.4, -1.2, -.9, -.5, 6, 6, 6, 6, 2010-01-03 14:55, 0, , , ,
2010-01-02 09:00, DCNN, 1050, 24, 1, DLY3208, 30269, 1011, 2.7, 0, -.5, , 1, 1, 1, , 2010-01-02 10:12, 0, , , ,
2010-01-02 09:00, DCNN, 1050, 24, 1, DLY3208, 30269, 1011, 2.7, 0, -.5, , 6, 6, 6, , 2010-01-02 10:12, 0, , , ,
2010-01-02 09:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 3.5, .5, -.3, -.8, 1, 1, 1, 1, 2010-01-02 09:00, 50, , , ,
2010-01-02 09:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 3.5, .5, -.3, -.8, 6, 6, 6, 6, 2010-01-02 09:00, 50, , , ,
2010-01-02 09:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 4.5, 1.4, -.4, 0, 1, 1, 1, 1, 2010-01-02 09:08, 42, , , ,
2010-01-02 09:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 4.5, 1.4, -.4, 0, 6, 6, 6, 6, 2010-01-02 09:08, 42, , , ,
2010-01-02 21:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 2.1, -3, , , 1, 1, , , 2010-01-02 20:58, 243, , , ,
2010-01-02 21:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 2.1, -3, , , 6, 6, , , 2010-01-02 20:58, 243, , , ,
2010-01-02 21:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 3.6, -3.2, , , 1, 1, , , 2010-01-02 21:06, 235, , , ,
2010-01-02 21:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 3.6, -3.2, , , 6, 6, , , 2010-01-02 21:06, 235, , , ,
2010-01-03 09:00, DCNN, 1009, 24, 1, DLY3208, 23944, 1011, 3.4, -4.6, -6.7, -5.4, 1, 1, 1, 1, 2010-04-13 14:57, 0, , , ,
2010-01-03 09:00, DCNN, 1009, 24, 1, DLY3208, 23944, 1011, 3.4, -4.6, -6.7, -5.4, 6, 6, 6, 6, 2010-04-13 14:57, 0, , , ,
2010-01-03 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 2, -4, , , 2001, 2001, , , 2010-03-29 14:34, 0, , , ,
