ob_end_time, id_type, id, ob_hour_count, version_num, met_domain_name, src_id, rec_st_ind, max_air_temp, min_air_temp, min_grss_temp, min_conc_temp, max_air_temp_q, min_air_temp_q, min_grss_temp_q, min_conc_temp_q, meto_stmp_time, midas_stmp_etime, max_air_temp_j, min_air_temp_j, min_grss_temp_j, min_conc_temp_j
2017-01-01 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 10.9, .6, -4.3, -1.8, 1, 1, 1, 1, 2017-01-05 15:45, 0, , , ,
2017-01-01 09:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 4.8, 1.7, -.5, 0, 1, 1, 1, 1, 2017-01-01 08:53, 0, , , ,
2017-01-01 09:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 5.3, 3.2, .7, 1.1, 1, 1, 1, 1, 2017-01-01 08:56, 0, , , ,
2017-01-01 21:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 6, 2.7, , , 1, 1, , , 2017-01-01 20:53, 0, , , ,
2017-01-01 21:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 6.5, 3.4, , , 1, 1, , , 2017-01-01 20:56, 0, , , ,
2017-01-02 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 5, -1.3, -5.5, -2.8, 1, 1, 1, 1, 2017-01-05 15:46, 0, , , ,
2017-01-02 09:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 3.5, 1.1, 0, -.3, 1, 1, 1, 1, 2017-01-02 08:54, 0, , , ,
2017-01-02 09:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 4.4, 1.9, .3, .8, 1, 1, 1, 1, 2017-01-02 08:56, 0, , , ,
2017-01-02 21:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 6.2, 3, , , 1, 1, , , 2017-01-02 20:55, 0, , , ,
2017-01-02 21:00, DCNN, 1079, 12, 0, NCM, 137, 1012, 6.4, 4, , , 1, 151, , , 2017-01-02 20:57, 0, , , ,
2017-01-02 21:00, DCNN, 1079, 12, 1, NCM, 137, 1022, 6.4, 3.6, , , 1, 2501, , , 2017-01-11 09:30, 0, , , ,
2017-01-03 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 8.9, 2.4, -.2, .7, 1, 1, 1, 1, 2017-01-05 15:48, 0, , , ,
2017-01-03 09:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 8.8, 5.3, 4.2, 3.8, 1, 1, 1, 1, 2017-01-03 08:54, 0, , , ,
2017-01-03 09:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 8.9, 5.3, 3.9, 4.2, 1, 1, 1, 1, 2017-01-03 08:55, 0, , , ,
2017-01-03 21:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 10.3, 7.2, , , 1, 1, , , 2017-01-03 20:54, 0, , , ,
2017-01-03 21:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 9.9, 7.1, , , 1, 1, , , 2017-01-03 20:56, 0, , , ,
2017-01-04 09:00, DCNN, 1012, 24, 1, DLY3208, 19193, 1011, 9.5, 3.7, .9, 2.4, 1, 1, 1, 1, 2017-01-05 15:53, 0, , , ,
2017-01-04 09:00, DCNN, 1057, 12, 1, NCM, 132, 1011, 7.6, 3.4, 2.1, 2.3, 1, 1, 1, 1, 2017-01-04 08:54, 0, , , ,
2017-01-04 09:00, DCNN, 1079, 12, 1, NCM, 137, 1011, 7.1, 3.3, 2.1, 1.8, 1, 1, 1, 1, 2017-01-04 08:57, 0, , , ,
