,ob_end_time, id_type, id, ob_hour_count, version_num, met_domain_name, src_id, rec_st_ind, max_air_temp, min_air_temp, min_grss_temp, min_conc_temp, max_air_temp_q, min_air_temp_q, min_grss_temp_q, min_conc_temp_q, meto_stmp_time, midas_stmp_etime, max_air_temp_j, min_air_temp_j, min_grss_temp_j, min_conc_temp_j
0,2009-01-01 09:00, DCNN,1009,24,0, DLY3208,23944,1012, .4,-5.5, -6.7, -8.6, 1,151, 1, 151, 2009-03-31 14:24,0, , , ,
1,2009-01-01 09:00, DCNN,1009,24,1, DLY3208,23944,1022, .4,-6.5, -6.7, , 6,2006, 6, , 2009-06-17 13:56,0, , , ,
2,2009-01-01 09:00, DCNN,1012,24,1, DLY3208,19193,1011, .1,-7.1, -8.5, -8.8, 6,6, 6, 6, 2009-01-01 20:08,17, , , ,
3,2009-01-01 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 2.3,-5.2, -6.9, , 6,6, 6, , 2009-01-01 12:08,42, , , ,
4,2009-01-01 09:00, DCNN,1057,12,1, NCM,132,1011, .4,-0.8, -1.6, -1.9, 6,6, 6, 6, 2009-01-01 09:02,48, , , ,
5,2009-01-01 09:00, DCNN,1079,12,1, NCM,137,1011, 1.7,-0.2, -2.1, -1.5, 6,6, 6, 6, 2009-01-01 09:12,38, , , ,
6,2009-01-01 21:00, DCNN,1057,12,1, NCM,132,1011, 1.9,-0.5, , , 6,6, , , 2009-01-01 20:57,244, , , ,
7,2009-01-01 21:00, DCNN,1079,12,1, NCM,137,1011, 3,0.4, , , 6,6, , , 2009-01-01 20:57,244, , , ,
8,2009-01-02 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 2.3,-3.4, -8, -5.4, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
9,2009-01-02 09:00, DCNN,1012,24,0, DLY3208,19193,1012, .9,-7.2, -8.9, -5.5, 1,1, 1, 1, 2009-01-04 18:08,20, , , ,
10,2009-01-02 09:00, DCNN,1012,24,1, DLY3208,19193,1022, .9,-4.0, -8.9, -5.5, 6,2006, 6, 6, 2009-06-18 09:12,0, , , ,
11,2009-01-02 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 2.4,-2.8, -5.2, , 6,6, 6, , 2009-01-02 11:08,47, , , ,
12,2009-01-02 09:00, DCNN,1057,12,1, NCM,132,1011, .6,-3.8, -8.5, -5.1, 6,6, 6, 6, 2009-01-02 09:04,46, , , ,
13,2009-01-02 09:00, DCNN,1079,12,1, NCM,137,1011, 3.6,-1.6, -5.8, -2, 6,6, 6, 6, 2009-01-02 08:58,52, , , ,
14,2009-01-02 21:00, DCNN,1057,12,1, NCM,132,1011, 1.7,-5.3, , , 6,6, , , 2009-01-02 20:56,247, , , ,
15,2009-01-02 21:00, DCNN,1079,12,1, NCM,137,1011, 2.8,-5.8, , , 6,6, , , 2009-01-02 20:55,248, , , ,
16,2009-01-03 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 2.3,-4.4, -7.4, -6.1, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
17,2009-01-03 09:00, DCNN,1012,24,1, DLY3208,19193,1011, .9,-7.6, -11.3, -8.1, 6,6, 6, 6, 2009-01-04 18:08,3, , , ,
18,2009-01-03 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 2.5,-4.0, -6, , 6,6, 6, , 2009-01-03 10:08,51, , , ,
19,2009-01-03 09:00, DCNN,1057,12,1, NCM,132,1011, -1.1,-4.9, -9.2, -6.1, 6,6, 6, 6, 2009-01-03 09:00,56, , , ,
20,2009-01-03 09:00, DCNN,1079,12,1, NCM,137,1011, .6,-3.7, -10.3, -4.6, 6,6, 6, 6, 2009-01-03 08:59,57, , , ,
21,2009-01-03 21:00, DCNN,1057,12,1, NCM,132,1011, 3.1,-2.2, , , 6,6, , , 2009-01-03 20:54,247, , , ,
22,2009-01-03 21:00, DCNN,1079,12,1, NCM,137,1011, 3.2,-0.2, , , 6,6, , , 2009-01-03 20:56,245, , , ,
23,2009-01-04 09:00, DCNN,1009,24,0, DLY3208,23944,1012, 6,-0.1, 5.6, 7.6, 1,1, 151, 151, 2009-03-31 14:24,0, , , ,
24,2009-01-04 09:00, DCNN,1009,24,1, DLY3208,23944,1022, 6,-0.1, , , 6,6, , , 2009-06-17 13:55,0, , , ,
25,2009-01-04 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 4.1,-2.0, -3, -3.2, 6,2006, 6, 6, 2009-01-04 19:08,58, , , ,
26,2009-01-04 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 3,0.0, -1, , 6,6, 6, , 2009-01-04 10:08,16, , , ,
27,2009-01-04 09:00, DCNN,1057,12,1, NCM,132,1011, 3.2,2.5, .7, .9, 6,6, 6, 6, 2009-01-04 08:56,54, , , ,
28,2009-01-04 09:00, DCNN,1079,12,1, NCM,137,1011, 3.3,2.5, .2, .3, 6,6, 6, 6, 2009-01-04 08:58,52, , , ,
29,2009-01-04 21:00, DCNN,1057,12,1, NCM,132,1011, 4.1,1.7, , , 6,6, , , 2009-01-04 20:56,246, , , ,
30,2009-01-04 21:00, DCNN,1079,12,1, NCM,137,1011, 5.1,3.0, , , 6,6, , , 2009-01-04 20:58,244, , , ,
31,2009-01-05 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 4.8,-3.8, -8.5, -4.8, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
32,2009-01-05 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 3.5,-5.0, -10.1, , 2006,2006, 6, , 2009-01-09 20:08,8, , , ,
33,2009-01-05 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 3.9,-1.7, -5.2, , 6,6, 6, , 2009-01-05 10:08,59, , , ,
34,2009-01-05 09:00, DCNN,1057,12,1, NCM,132,1011, 2.5,-6.3, -11.7, -7.3, 6,6, 6, 6, 2009-01-05 08:57,53, , , ,
35,2009-01-05 09:00, DCNN,1079,12,1, NCM,137,1011, 4.4,-6.1, -11.6, -4.6, 6,6, 6, 6, 2009-01-05 08:58,52, , , ,
36,2009-01-05 21:00, DCNN,1057,12,1, NCM,132,1011, 2.2,-4.7, , , 6,6, , , 2009-01-05 20:56,245, , , ,
37,2009-01-05 21:00, DCNN,1079,12,0, NCM,137,1012, 5.1,-5.6, , , 151,1, , , 2009-01-05 20:56,245, , , ,
38,2009-01-05 21:00, DCNN,1079,12,1, NCM,137,1022, 1.2,-5.6, , , 2006,6, , , 2009-01-07 08:51,0, , , ,
39,2009-01-06 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 2.9,-4.3, -8.4, -7.3, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
40,2009-01-06 09:00, DCNN,1012,24,0, DLY3208,19193,1012, 3.4,-5.2, 10.2, -7.5, 1,1, 151, 151, 2009-01-07 19:08,31, , , ,
41,2009-01-06 09:00, DCNN,1012,24,1, DLY3208,19193,1022, 3.4,-5.2, -10.2, -7.5, 6,6, 2006, 6, 2009-06-17 12:52,0, , , ,
42,2009-01-06 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 3,-2.3, -5, , 6,6, 6, , 2009-01-06 10:08,9, , , ,
43,2009-01-06 09:00, DCNN,1057,12,1, NCM,132,1011, 3.5,-2.2, -6.1, -5.2, 6,6, 6, 6, 2009-01-06 09:02,48, , , ,
44,2009-01-06 09:00, DCNN,1079,12,1, NCM,137,1011, 3.4,-5.0, -11.6, -5.8, 6,6, 6, 6, 2009-01-06 09:00,50, , , ,
45,2009-01-06 21:00, DCNN,1057,12,1, NCM,132,1011, 4.5,2.4, , , 6,6, , , 2009-01-06 20:56,245, , , ,
46,2009-01-06 21:00, DCNN,1079,12,1, NCM,137,1011, 5,2.8, , , 6,6, , , 2009-01-06 20:57,244, , , ,
47,2009-01-07 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 4.7,1.4, .6, .3, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
48,2009-01-07 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 5.5,-0.6, -.6, -.2, 6,6, 6, 6, 2009-01-07 19:08,26, , , ,
49,2009-01-07 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 4.8,1.5, 1, , 6,6, 6, , 2009-01-07 11:08,57, , , ,
50,2009-01-07 09:00, DCNN,1057,12,1, NCM,132,1011, 3.6,1.3, 0, .1, 6,6, 6, 6, 2009-01-07 08:56,54, , , ,
51,2009-01-07 09:00, DCNN,1079,12,1, NCM,137,1011, 2.9,1.6, -.8, -.3, 6,6, 6, 6, 2009-01-07 08:56,54, , , ,
52,2009-01-07 21:00, DCNN,1057,12,1, NCM,132,1011, 4.7,2.5, , , 6,6, , , 2009-01-07 20:58,243, , , ,
53,2009-01-07 21:00, DCNN,1079,12,1, NCM,137,1011, 5.4,1.2, , , 6,6, , , 2009-01-07 20:59,242, , , ,
54,2009-01-08 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 6.5,2.2, -.1, -.5, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
55,2009-01-08 09:00, DCNN,1012,24,0, DLY3208,19193,1012, 11.5,4.7, .6, 1.8, 1,151, 1, 1, 2009-01-12 13:08,18, , , ,
56,2009-01-08 09:00, DCNN,1012,24,1, DLY3208,19193,1022, 6.5,1.5, .6, 1.8, 2006,2006, 6, 6, 2009-06-18 09:13,0, , , ,
57,2009-01-08 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 6.3,1.8, 0, , 6,6, 6, , 2009-01-08 11:08,41, , , ,
58,2009-01-08 09:00, DCNN,1057,12,1, NCM,132,1011, 6.5,3.9, -.4, 0, 6,6, 6, 6, 2009-01-08 08:55,55, , , ,
59,2009-01-08 09:00, DCNN,1079,12,1, NCM,137,1011, 5.5,1.7, -3, -1, 6,6, 6, 6, 2009-01-08 09:02,48, , , ,
60,2009-01-08 21:00, DCNN,1057,12,1, NCM,132,1011, 7.4,4.9, , , 6,6, , , 2009-01-08 20:53,248, , , ,
61,2009-01-08 21:00, DCNN,1079,12,1, NCM,137,1011, 7.5,2.1, , , 6,6, , , 2009-01-08 20:57,244, , , ,
62,2009-01-09 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 7.7,2.2, -3.5, -2.5, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
63,2009-01-09 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 7.4,0.5, -5, -3.8, 6,6, 6, 6, 2009-01-10 20:08,30, , , ,
64,2009-01-09 09:00, DCNN,1050,24,0, DLY3208,30269,1012, 7,2.9, -.1, , 1,1, 1, , 2009-01-09 10:08,15, , , ,
65,2009-01-09 09:00, DCNN,1050,24,1, DLY3208,30269,1022, 7,2.9, , , 6,6, , , 2009-06-18 09:07,0, , , ,
66,2009-01-09 09:00, DCNN,1057,12,1, NCM,132,1011, 6,1.7, -5.3, -3.2, 6,6, 6, 6, 2009-01-09 08:56,54, , , ,
67,2009-01-09 09:00, DCNN,1079,12,1, NCM,137,1011, 4.5,0.3, -6, -2.5, 6,6, 6, 6, 2009-01-09 08:59,51, , , ,
68,2009-01-09 21:00, DCNN,1057,12,1, NCM,132,1011, 6.3,3.1, , , 6,6, , , 2009-01-09 20:54,249, , , ,
69,2009-01-09 21:00, DCNN,1079,12,1, NCM,137,1011, 6.1,0.4, , , 6,6, , , 2009-01-09 20:56,247, , , ,
70,2009-01-10 09:00, DCNN,1009,24,0, DLY3208,23944,1012, 7.1,3.6, -.3, -1.6, 1,1, 1, 151, 2009-03-31 14:24,0, , , ,
71,2009-01-10 09:00, DCNN,1009,24,1, DLY3208,23944,1022, 7.1,3.6, -.3, , 6,6, 6, , 2009-06-17 14:38,0, , , ,
72,2009-01-10 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 6.9,1.3, -4, -2.4, 6,6, 6, 6, 2009-01-10 20:08,28, , , ,
73,2009-01-10 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 6.7,2.7, -.5, , 6,6, 6, , 2009-01-10 11:08,54, , , ,
74,2009-01-10 09:00, DCNN,1057,12,1, NCM,132,1011, 6.5,3.9, -.7, .4, 6,6, 6, 6, 2009-01-10 08:59,59, , , ,
75,2009-01-10 09:00, DCNN,1079,12,1, NCM,137,1011, 6.3,1.4, -4.1, -1.8, 6,6, 6, 6, 2009-01-10 08:59,59, , , ,
76,2009-01-10 21:00, DCNN,1057,12,1, NCM,132,1011, 8.5,5.3, , , 6,6, , , 2009-01-10 20:55,246, , , ,
77,2009-01-10 21:00, DCNN,1079,12,1, NCM,137,1011, 8.7,5.5, , , 6,6, , , 2009-01-10 20:56,245, , , ,
78,2009-01-11 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 11.7,5.2, 2.9, 2.1, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
79,2009-01-11 09:00, DCNN,1012,24,0, DLY3208,19193,1012, 6.7,1.5, -1.3, -.5, 151,1, 1, 1, 2009-01-12 20:08,53, , , ,
80,2009-01-11 09:00, DCNN,1012,24,1, DLY3208,19193,1022, 10.8,4.5, -1.3, -.5, 2006,2006, 6, 6, 2009-06-18 09:14,0, , , ,
81,2009-01-11 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 11.1,4.6, 3, , 6,6, 6, , 2009-01-11 11:08,27, , , ,
82,2009-01-11 09:00, DCNN,1057,12,1, NCM,132,1011, 11.3,7.3, 3.1, 3.8, 6,6, 6, 6, 2009-01-11 09:02,49, , , ,
83,2009-01-11 09:00, DCNN,1079,12,1, NCM,137,1011, 11.7,6.1, -.6, 2.2, 6,6, 6, 6, 2009-01-11 08:56,55, , , ,
84,2009-01-11 21:00, DCNN,1057,12,1, NCM,132,1011, 13,10.6, , , 6,6, , , 2009-01-11 20:55,246, , , ,
85,2009-01-11 21:00, DCNN,1079,12,1, NCM,137,1011, 13.4,11.1, , , 6,6, , , 2009-01-11 20:55,246, , , ,
86,2009-01-12 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 13.1,6.7, 3.9, 3.4, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
87,2009-01-12 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 13.3,6.4, 3.5, 4.4, 6,6, 6, 6, 2009-01-14 20:08,6, , , ,
88,2009-01-12 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 12.4,6.4, 4.8, , 6,6, 6, , 2009-01-12 09:08,1, , , ,
89,2009-01-12 09:00, DCNN,1057,12,1, NCM,132,1011, 11.6,7.5, 4, 4.8, 6,6, 6, 6, 2009-01-12 08:55,55, , , ,
90,2009-01-12 09:00, DCNN,1079,12,1, NCM,137,1011, 11.7,7.3, 3.4, 4.4, 6,6, 6, 6, 2009-01-12 08:57,53, , , ,
91,2009-01-12 21:00, DCNN,1057,12,1, NCM,132,1011, 8.1,5.1, , , 6,6, , , 2009-01-12 20:56,245, , , ,
92,2009-01-12 21:00, DCNN,1079,12,1, NCM,137,1011, 8.4,4.1, , , 6,6, , , 2009-01-12 20:56,245, , , ,
93,2009-01-13 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 7.8,0.4, -3.5, -2.6, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
94,2009-01-13 09:00, DCNN,1012,24,0, DLY3208,19193,1012, 6.2,-0.5, -4.8, -3.5, 151,1, 1, 1, 2009-01-14 20:08,4, , , ,
95,2009-01-13 09:00, DCNN,1012,24,1, DLY3208,19193,1022, 7.5,-0.5, -4.8, -3.5, 2006,6, 6, 6, 2009-06-18 09:14,0, , , ,
96,2009-01-13 09:00, DCNN,1050,24,0, DLY3208,30269,1012, 8.9,1.5, -.5, , 1,1, 1, , 2009-01-13 10:08,8, , , ,
97,2009-01-13 09:00, DCNN,1050,24,1, DLY3208,30269,1022, 8.9,1.5, , , 6,6, , , 2009-06-18 09:07,0, , , ,
98,2009-01-13 09:00, DCNN,1057,12,1, NCM,132,1011, 5.4,1.2, -4.8, -2.3, 6,6, 6, 6, 2009-01-13 08:55,55, , , ,
99,2009-01-13 09:00, DCNN,1079,12,1, NCM,137,1011, 4.9,-0.1, -4.3, -1.8, 6,6, 6, 6, 2009-01-13 08:59,51, , , ,
100,2009-01-13 21:00, DCNN,1057,12,1, NCM,132,1011, 5.7,0.8, , , 6,6, , , 2009-01-13 20:54,247, , , ,
101,2009-01-13 21:00, DCNN,1079,12,1, NCM,137,1011, 5.4,0.3, , , 6,6, , , 2009-01-13 21:00,241, , , ,
102,2009-01-14 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 6.2,0.5, -1.4, -1.3, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
103,2009-01-14 09:00, DCNN,1012,24,0, DLY3208,19193,1012, 5,-1.7, -5, -4.7, 1,1, 1, 1, 2009-01-14 20:08,2, , , ,
104,2009-01-14 09:00, DCNN,1012,24,1, DLY3208,19193,1022, 5,-1.7, , -4.7, 6,6, , 6, 2009-06-18 09:14,0, , , ,
105,2009-01-14 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 5.2,0.7, -.7, , 6,6, 6, , 2009-01-14 11:08,56, , , ,
106,2009-01-14 09:00, DCNN,1057,12,1, NCM,132,1011, 3.4,2.1, -1.3, -.3, 6,6, 6, 6, 2009-01-14 08:56,54, , , ,
107,2009-01-14 09:00, DCNN,1079,12,1, NCM,137,1011, 3.9,1.4, -1.3, .2, 6,6, 6, 6, 2009-01-14 08:59,51, , , ,
108,2009-01-14 21:00, DCNN,1057,12,1, NCM,132,1011, 3.9,1.6, , , 6,6, , , 2009-01-14 20:57,244, , , ,
109,2009-01-14 21:00, DCNN,1079,12,1, NCM,137,1011, 4.2,1.6, , , 6,6, , , 2009-01-14 20:56,245, , , ,
110,2009-01-15 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 9.2,0.6, -1.2, -1.1, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
111,2009-01-15 09:00, DCNN,1012,24,0, DLY3208,19193,1012, 8.6,-4.0, -5.5, -4.4, 1,1, 1, 1, 2009-01-17 17:08,5, , , ,
112,2009-01-15 09:00, DCNN,1012,24,1, DLY3208,19193,1022, 8.6,-1.4, , -4.4, 6,2006, , 6, 2009-06-18 09:14,0, , , ,
113,2009-01-15 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 7.8,0.8, -1, , 6,6, 6, , 2009-01-15 10:08,24, , , ,
114,2009-01-15 09:00, DCNN,1057,12,1, NCM,132,1011, 7.9,3.4, .9, .9, 6,6, 6, 6, 2009-01-15 08:55,55, , , ,
115,2009-01-15 09:00, DCNN,1079,12,1, NCM,137,1011, 7,3.9, 1, .8, 6,6, 6, 6, 2009-01-15 08:56,54, , , ,
116,2009-01-15 21:00, DCNN,1057,12,1, NCM,132,1011, 10.4,7.8, , , 6,6, , , 2009-01-15 20:57,244, , , ,
117,2009-01-15 21:00, DCNN,1079,12,1, NCM,137,1011, 10.2,6.8, , , 6,6, , , 2009-01-15 21:01,240, , , ,
118,2009-01-16 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 10.4,4.7, -.1, -.6, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
119,2009-01-16 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 10.4,3.2, -2.4, -1.2, 6,6, 6, 6, 2009-01-17 17:08,3, , , ,
120,2009-01-16 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 10,5.2, 3.5, , 6,6, 6, , 2009-01-16 10:08,11, , , ,
121,2009-01-16 09:00, DCNN,1057,12,1, NCM,132,1011, 9.5,4.8, .5, 1.8, 6,6, 6, 6, 2009-01-16 08:54,56, , , ,
122,2009-01-16 09:00, DCNN,1079,12,1, NCM,137,1011, 9.5,3.1, -1.4, 0, 6,6, 6, 6, 2009-01-16 08:58,52, , , ,
123,2009-01-16 21:00, DCNN,1057,12,1, NCM,132,1011, 8.8,4.6, , , 6,6, , , 2009-01-16 20:57,245, , , ,
124,2009-01-16 21:00, DCNN,1079,12,1, NCM,137,1011, 8.8,3.7, , , 6,6, , , 2009-01-16 20:56,246, , , ,
125,2009-01-17 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 8.4,3.9, -.1, -.4, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
126,2009-01-17 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 8.2,2.7, -1.2, -.9, 6,6, 6, 6, 2009-01-17 17:08,1, , , ,
127,2009-01-17 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 8.5,3.9, 0, , 6,6, 6, , 2009-01-17 10:08,23, , , ,
128,2009-01-17 09:00, DCNN,1057,12,1, NCM,132,1011, 8.1,3.0, -3.2, -1, 6,6, 6, 6, 2009-01-17 09:01,52, , , ,
129,2009-01-17 09:00, DCNN,1079,12,1, NCM,137,1011, 8.4,3.6, -.7, 1, 6,6, 6, 6, 2009-01-17 09:02,51, , , ,
130,2009-01-17 21:00, DCNN,1057,12,1, NCM,132,1011, 6.6,3.9, , , 6,6, , , 2009-01-17 20:54,247, , , ,
131,2009-01-17 21:00, DCNN,1079,12,1, NCM,137,1011, 7.3,4.1, , , 6,6, , , 2009-01-17 20:59,242, , , ,
132,2009-01-18 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 6.7,1.4, -1.6, -2, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
133,2009-01-18 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 6.5,1.2, -2, -1, 6,6, 6, 6, 2009-01-21 19:08,39, , , ,
134,2009-01-18 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 6,1.0, -.2, , 6,6, 6, , 2009-01-18 10:08,3, , , ,
135,2009-01-18 09:00, DCNN,1057,12,1, NCM,132,1011, 6.2,1.9, -1.1, -.4, 6,6, 6, 6, 2009-01-18 08:58,52, , , ,
136,2009-01-18 09:00, DCNN,1079,12,1, NCM,137,1011, 6.3,1.7, -1.7, -.8, 6,6, 6, 6, 2009-01-18 08:59,51, , , ,
137,2009-01-18 21:00, DCNN,1057,12,1, NCM,132,1011, 5.3,2.0, , , 6,6, , , 2009-01-18 20:56,245, , , ,
138,2009-01-18 21:00, DCNN,1079,12,1, NCM,137,1011, 5.2,-0.5, , , 6,6, , , 2009-01-18 20:56,245, , , ,
139,2009-01-19 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 5.1,1.0, -2.1, -2.5, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
140,2009-01-19 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 4.6,0.7, -4.1, -3, 6,6, 6, 6, 2009-01-21 19:08,32, , , ,
141,2009-01-19 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 5,1.2, -.3, , 6,6, 6, , 2009-01-20 11:08,38, , , ,
142,2009-01-19 09:00, DCNN,1057,12,1, NCM,132,1011, 4.5,1.1, -2.2, -1.1, 6,6, 6, 6, 2009-01-19 08:56,54, , , ,
143,2009-01-19 09:00, DCNN,1079,12,1, NCM,137,1011, 4.6,1.2, -5.9, -2.9, 6,6, 6, 6, 2009-01-19 08:59,51, , , ,
144,2009-01-19 21:00, DCNN,1057,12,1, NCM,132,1011, 5.2,0.1, , , 6,6, , , 2009-01-19 20:55,246, , , ,
145,2009-01-19 21:00, DCNN,1079,12,1, NCM,137,1011, 4.9,0.3, , , 6,6, , , 2009-01-19 20:55,246, , , ,
146,2009-01-20 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 5.7,-3.8, -8.6, -5.7, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
147,2009-01-20 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 4.8,-5.0, , -7, 6,6, , 6, 2009-01-21 19:08,30, , , ,
148,2009-01-20 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 4.9,-1.7, -3.5, , 6,6, 6, , 2009-01-20 11:08,36, , , ,
149,2009-01-20 09:00, DCNN,1057,12,1, NCM,132,1011, 1.3,-3.2, -9.3, -5.9, 6,6, 6, 6, 2009-01-20 08:57,53, , , ,
150,2009-01-20 09:00, DCNN,1079,12,1, NCM,137,1011, 1,-5.1, -11.3, -5.9, 6,6, 6, 6, 2009-01-20 09:00,50, , , ,
151,2009-01-20 21:00, DCNN,1057,12,1, NCM,132,1011, 5.4,-1.9, , , 6,6, , , 2009-01-20 21:13,228, , , ,
152,2009-01-20 21:00, DCNN,1079,12,1, NCM,137,1011, 5.5,-2.9, , , 6,6, , , 2009-01-20 20:56,245, , , ,
153,2009-01-21 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 5.1,0.2, -3, -3, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
154,2009-01-21 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 5.1,-3.5, -4, -5, 6,6, 6, 6, 2009-01-21 19:08,26, , , ,
155,2009-01-21 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 5,1.1, -.7, , 6,6, 6, , 2009-01-21 11:08,50, , , ,
156,2009-01-21 09:00, DCNN,1057,12,1, NCM,132,1011, 4.5,1.6, -1.8, -1.3, 6,6, 6, 6, 2009-01-21 08:54,56, , , ,
157,2009-01-21 09:00, DCNN,1079,12,1, NCM,137,1011, 4.5,0.1, -5.6, -2.2, 6,6, 6, 6, 2009-01-21 08:56,54, , , ,
158,2009-01-21 21:00, DCNN,1057,12,1, NCM,132,1011, 5.3,-1.5, , , 6,6, , , 2009-01-21 20:55,248, , , ,
159,2009-01-21 21:00, DCNN,1079,12,1, NCM,137,1011, 6.1,0.0, , , 6,6, , , 2009-01-21 20:58,245, , , ,
160,2009-01-22 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 6.4,-0.4, -3.1, -3.2, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
161,2009-01-22 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 6.9,-0.9, -5.4, -5.9, 6,6, 6, 6, 2009-01-25 22:08,36, , , ,
162,2009-01-22 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 6,0.5, , , 2006,2006, , , 2009-06-18 09:07,0, , , ,
163,2009-01-22 09:00, DCNN,1057,12,1, NCM,132,1011, 6.2,3.3, -7.7, -4.2, 6,6, 6, 6, 2009-01-22 09:01,50, , , ,
164,2009-01-22 09:00, DCNN,1079,12,1, NCM,137,1011, 5.5,2.7, -3.2, -2, 6,6, 6, 6, 2009-01-22 08:57,54, , , ,
165,2009-01-22 21:00, DCNN,1057,12,1, NCM,132,1011, 6.6,3.3, , , 6,6, , , 2009-01-22 20:54,247, , , ,
166,2009-01-22 21:00, DCNN,1079,12,1, NCM,137,1011, 6.3,3.0, , , 6,6, , , 2009-01-22 21:01,240, , , ,
167,2009-01-23 09:00, DCNN,1009,24,1, DLY3208,23944,1011, 7.2,1.4, -2, -2.5, 6,6, 6, 6, 2009-03-31 14:24,0, , , ,
168,2009-01-23 09:00, DCNN,1012,24,1, DLY3208,19193,1011, 7.2,-0.2, -5.3, -3.7, 6,6, 6, 6, 2009-01-25 22:08,33, , , ,
169,2009-01-23 09:00, DCNN,1050,24,1, DLY3208,30269,1011, 6,1.0, -2.3, , 6,6, 6, , 2009-01-23 10:08,26, , , ,
170,2009-01-23 09:00, DCNN,1057,12,1, NCM,132,1011, 4.3,-0.3, -5.3, -3.7, 6,6, 6, 6, 2009-01-23 08:57,53, , , ,
171,2009-01-23 09:00, DCNN,1079,12,1, NCM,137,1011, 4.1,-0.3, -6.1, -2.7, 6,6, 6, 6, 2009-01-23 09:01,49, , , ,
172,2009-01-23 21:00, DCNN,1057,12,1, NCM,132,1011, 4.9,-0.5, , , 6,6, , , 2009-01-23 20:59,242, , , ,
173,2009-01-23 21:00, DCNN,1079,12,1, NCM,137,1011, 4.9,-0.8, , , 6,6, , , 2009-01-23 20:56,245, , , ,
