,file_id,total_no,zero_no,na_no,zero%,na%
0,A01,12098,0,0,0.0,0.0
1,A03,12098,0,0,0.0,0.0
2,A18,12098,0,0,0.0,0.0
3,B02,12098,0,0,0.0,0.0
4,B08,12098,0,0,0.0,0.0
5,C02,12098,0,0,0.0,0.0
6,C14,12098,0,0,0.0,0.0
7,C19,12098,0,0,0.0,0.0
8,C24,12098,0,0,0.0,0.0
9,C32,12098,0,0,0.0,0.0
10,D08,12098,0,0,0.0,0.0
11,D15,12098,0,0,0.0,0.0
12,D20,12098,0,0,0.0,0.0
13,D25,12098,0,0,0.0,0.0
14,F27,12098,0,0,0.0,0.0
